measurement,average_power
10,73.3772392956328
10,73.3772392956328
10,95.87792596209601
10,217.7566454054384
10,241.00735496078374
10,241.00735496078374
10,249.2576067384869
10,226.25690481276897
10,228.00695822016053
10,228.00695822016053
10,227.5069429609058
10,217.50663777581104
10,216.88161870174264
10,216.88161870174264
10,217.88164922025211
10,218.50666829432052
10,216.88161870174264
10,227.13193151646476
10,227.13193151646476
10,232.50709555345318
10,216.2565996276742
10,216.50660725730157
10,216.50660725730157
10,232.50709555345318
10,217.25663014618368
10,216.50660725730157
10,216.50660725730157
10,219.13168736838895
10,219.50669881283
10,218.7566759239479
10,218.7566759239479
10,354.1358073671682
10,216.63161107211525
10,231.00704977568898
10,231.38206122013003
10,231.38206122013003
10,230.8820459608753
10,216.2565996276742
10,230.8820459608753
10,230.8820459608753
10,230.38203070162055
10,216.88161870174264
10,231.6320688497574
10,231.6320688497574
10,281.25858333079015
10,216.88161870174264
10,231.88207647938478
10,288.0087893307291
10,288.0087893307291
10,216.63161107211525
10,216.88161870174264
10,230.8820459608753
10,230.8820459608753
10,255.6328012939848
10,216.88161870174264
10,230.8820459608753
10,230.8820459608753
10,230.25702688680687
10,264.0080568865017
10,230.25702688680687
10,230.25702688680687
10,229.75701162755215
10,216.2565996276742
10,280.6335642567217
10,231.00704977568898
10,231.00704977568898
10,230.38203070162055
10,220.63173314615318
10,248.25757621997744
10,248.25757621997744
10,230.38203070162055
10,216.88161870174264
10,230.8820459608753
10,230.8820459608753
10,248.63258766441848
10,217.25663014618368
10,233.63212988677634
10,229.63200781273846
10,229.63200781273846
10,219.75670644245739
10,216.88161870174264
10,230.25702688680687
10,230.25702688680687
10,259.8829309976501
10,216.2565996276742
10,231.00704977568898
10,231.00704977568898
10,232.50709555345318
10,216.88161870174264
10,316.3846552934355
10,316.3846552934355
10,230.38203070162055
10,217.25663014618368
10,230.8820459608753
10,230.38203070162055
10,230.38203070162055
10,216.88161870174264
10,217.50663777581104
10,235.38218329416793
10,235.38218329416793
10,234.50715659047214
10,216.63161107211525
10,230.8820459608753
10,230.8820459608753
10,241.5073702200385
10,216.2565996276742
10,243.25742362743006
10,243.25742362743006
10,230.38203070162055
10,229.00698873867003
10,230.8820459608753
10,235.38218329416793
10,235.38218329416793
10,235.38218329416793
10,233.13211462752162
10,231.38206122013003
10,231.38206122013003
10,230.8820459608753
10,217.25663014618368
10,245.50749229407637
10,245.50749229407637
10,231.00704977568898
10,216.88161870174264
10,231.38206122013003
10,250.88265633106482
10,250.88265633106482
10,217.25663014618368
10,218.50666829432052
10,230.8820459608753
10,230.8820459608753
10,235.38218329416793
10,216.2565996276742
10,234.75716422009953
10,234.75716422009953
10,230.25702688680687
10,216.88161870174264
10,230.38203070162055
10,230.38203070162055
10,230.38203070162055
10,216.2565996276742
10,231.38206122013003
10,230.8820459608753
10,230.8820459608753
10,226.50691244239636
10,216.63161107211525
10,231.00704977568898
10,231.00704977568898
10,231.88207647938478
10,218.50666829432052
10,230.8820459608753
10,230.8820459608753
10,230.38203070162055
10,216.88161870174264
10,231.00704977568898
10,231.00704977568898
10,235.88219855342268
10,216.50660725730157
10,231.00704977568898
