measurement,average_power
wake_every_48s,88.50270088808864
wake_every_48s,87.62767418439283
wake_every_48s,83.00253303628652
wake_every_48s,83.00253303628652
wake_every_48s,443.6385387737663
wake_every_48s,249.88262581255532
wake_every_48s,342.8854640339366
wake_every_48s,342.8854640339366
wake_every_48s,220.63173314615318
wake_every_48s,230.25702688680687
wake_every_48s,235.13217566454057
wake_every_48s,235.13217566454057
wake_every_48s,217.13162633136997
wake_every_48s,231.25705740531635
wake_every_48s,232.50709555345318
wake_every_48s,239.0072939237648
wake_every_48s,239.0072939237648
wake_every_48s,217.13162633136997
wake_every_48s,230.63203833124794
wake_every_48s,232.88210699789425
wake_every_48s,232.88210699789425
wake_every_48s,217.13162633136997
wake_every_48s,229.63200781273846
wake_every_48s,232.63209936826686
wake_every_48s,232.63209936826686
wake_every_48s,231.6320688497574
wake_every_48s,229.63200781273846
wake_every_48s,232.63209936826686
wake_every_48s,232.63209936826686
wake_every_48s,220.13171788689843
wake_every_48s,230.38203070162055
wake_every_48s,231.25705740531635
wake_every_48s,222.38178655354474
wake_every_48s,222.38178655354474
wake_every_48s,220.13171788689843
wake_every_48s,242.1323892941069
wake_every_48s,235.13217566454057
wake_every_48s,235.13217566454057
wake_every_48s,218.13165684987948
wake_every_48s,230.8820459608753
wake_every_48s,235.13217566454057
wake_every_48s,235.13217566454057
wake_every_48s,220.00671407208475
wake_every_48s,230.25702688680687
wake_every_48s,232.63209936826686
wake_every_48s,232.63209936826686
wake_every_48s,221.38175603503527
wake_every_48s,229.63200781273846
wake_every_48s,233.8821375164037
wake_every_48s,233.8821375164037
wake_every_48s,233.8821375164037
wake_every_48s,218.38166447950684
wake_every_48s,230.63203833124794
wake_every_48s,232.88210699789425
wake_every_48s,232.88210699789425
wake_every_48s,223.25681325724054
wake_every_48s,230.63203833124794
wake_every_48s,231.88207647938478
wake_every_48s,231.88207647938478
wake_every_48s,217.7566454054384
wake_every_48s,229.63200781273846
wake_every_48s,235.75719473860897
wake_every_48s,235.75719473860897
wake_every_48s,225.1318704794458
wake_every_48s,225.88189336832792
wake_every_48s,232.88210699789425
wake_every_48s,233.50712607196266
wake_every_48s,233.50712607196266
wake_every_48s,222.6317941831721
wake_every_48s,259.8829309976501
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
wake_every_48s,1.000030518509476
